name;type;slot;mindam;maxdam;2handmindam;2handmaxdam;reqstr;reqdex;imagefile;speed;spawnable;mindam;maxdam;1or2handed;2handed;2handmindam;2handmaxdam;minmisdam;maxmisdam;;rangeadder;speed;StrBonus;DexBonus;reqstr;reqdex;durability;nodurability;level;levelreq;cost;gamble cost;magic lvl;auto prefix;OpenBetaGfx;normcode;ubercode;ultracode;wclass;2handedwclass;component;hit class;invwidth;invheight;stackable;minstack;maxstack;spawnstack;flippyfile;invfile;uniqueinvfile;setinvfile;hasinv;gemsockets;gemapplytype;special;useable;dropsound;dropsfxframe;usesound;unique;transparent;transtbl;quivered;lightradius;belt;quest;questdiffcheck;missiletype;durwarning;qntwarning;gemoffset;bitfield1;CharsiMin;CharsiMax;CharsiMagicMin;CharsiMagicMax;CharsiMagicLvl;GheedMin;GheedMax;GheedMagicMin;GheedMagicMax;GheedMagicLvl;AkaraMin;AkaraMax;AkaraMagicMin;AkaraMagicMax;AkaraMagicLvl;FaraMin;FaraMax;FaraMagicMin;FaraMagicMax;FaraMagicLvl;LysanderMin;LysanderMax;LysanderMagicMin;LysanderMagicMax;LysanderMagicLvl;DrognanMin;DrognanMax;DrognanMagicMin;DrognanMagicMax;DrognanMagicLvl;HraltiMin;HraltiMax;HraltiMagicMin;HraltiMagicMax;HratliMagicLvl;AlkorMin;AlkorMax;AlkorMagicMin;AlkorMagicMax;AlkorMagicLvl;OrmusMin;OrmusMax;OrmusMagicMin;OrmusMagicMax;OrmusMagicLvl;ElzixMin;ElzixMax;ElzixMagicMin;ElzixMagicMax;ElzixMagicLvl;AshearaMin;AshearaMax;AshearaMagicMin;AshearaMagicMax;AshearaMagicLvl;CainMin;CainMax;CainMagicMin;CainMagicMax;CainMagicLvl;HalbuMin;HalbuMax;HalbuMagicMin;HalbuMagicMax;HalbuMagicLvl;JamellaMin;JamellaMax;JamellaMagicMin;JamellaMagicMax;JamellaMagicLvl;LarzukMin;LarzukMax;LarzukMagicMin;LarzukMagicMax;LarzukMagicLvl;DrehyaMin;DrehyaMax;DrehyaMagicMin;DrehyaMagicMax;DrehyaMagicLvl;MalahMin;MalahMax;MalahMagicMin;MalahMagicMax;MalahMagicLvl;Source Art;Game Art;Transform;InvTrans;SkipName;NightmareUpgrade;HellUpgrade
Balanced Mithril Piercer;taxe;1h;8;33;;;88;108;throwingaxe.gif;10;1;8;33;;;;;8;34;15;;10;75;75;88;108;15;;65;64;6780;221690;;308;hax;9ta;7ta;w48;1hs;1hs;5;1hsl;1;2;1;16;180;32;flptax;invtax;;;1;2;0;primarily thrown;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;35;7;5;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;2;0;xxx;xxx
Zakarum Piercer;tkni;1h;13;18;;;45;142;balancedknife.gif;-20;1;13;18;;;;;11;20;15;;-20;75;75;45;142;20;;86;85;7305;230048;;308;dgr;9bk;7bk;w49;1ht;1ht;5;1ht;1;2;1;30;200;60;flpbkf;invbkf;invtk3;;1;2;0;primarily thrown;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;36;7;4;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Ogre Casting Axe;taxe;1h;5;29;;;96;122;balancedaxe.gif;-10;1;5;29;;;;;4;31;15;;-10;75;75;96;122;16;;88;87;7440;212902;;308;hax;9b8;7b8;w50;1hs;1hs;5;1hsl;2;3;1;16;180;24;flpbal;invbal;;;1;2;0;primarily thrown;0;item_sword;12;item_sword;0;0;5;0;0;0;;;35;7;5;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Mithril Tip Javelin;jave;1h;10;29;;;98;123;javelin.gif;-10;1;10;29;;;;;14;28;14;2;-10;75;75;98;123;10;;63;62;6255;220447;;308;jav;9ja;7ja;w51;1ht;1ht;5;1ht;1;3;1;30;100;60;flpjav;invjav;;;1;3;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;1;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Demon Hook Pilum;jave;1h;7;32;;;118;112;pilum.gif;;1;7;32;;;;;10;38;14;2;;75;75;118;112;12;;71;70;6520;223570;;308;pil;9pi;7pi;w52;1ht;1ht;5;1ht;1;3;1;25;90;50;flppil;invpil;;;1;3;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Diamon Tip Spear;jave;1h;16;32;;;127;95;shortspear.gif;10;1;16;32;;;;;19;32;14;2;10;75;75;127;95;14;;81;80;6870;227236;;308;jav;9s9;7s7;w53;1ht;1ht;5;1ht;1;3;1;20;80;40;flpssp;invssp;;;1;3;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Zakarum Glaive;jave;1h;9;31;;;89;137;shortspear.gif;20;1;9;31;;;;;14;44;14;2;20;75;75;89;137;16;;83;82;7130;230520;;308;glv;9gl;7gl;w54;1ht;1ht;5;1ht;1;4;1;8;75;20;flpglv;invglv;;;1;3;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Giant Ogre Glaive;jave;1h;13;18;;;76;145;throwingspear.gif;-10;1;13;18;;;;;5;39;14;2;-10;75;75;76;145;18;;86;85;5905;230958;;308;pil;9ts;7ts;w55;1ht;1ht;5;1ht;1;4;1;32;80;80;flptsp;invtsp;;;1;3;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Ethereal Spear;spea;2h;;;17;61;155;120;spear.gif;-10;1;;;;1;17;61;;;17;3;-10;100;25;155;120;30;;67;54;18783;276850;;306;spr;9sr;7sr;w56;2ht;2ht;5;2ht;2;4;;;;;flpspr;invspr;;;1;3;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Demon Fork;spea;2h;;;14;73;168;97;trident.gif;;1;;;;1;14;73;;;17;3;;100;25;168;97;35;;75;61;20493;190201;;306;tri;9tr;7tr;w57;2ht;2ht;5;2ht;2;4;;;;;flptri;invtri;invtriu;invtriu;1;4;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Violent Impaler;spea;2h;;;20;47;132;134;brandistock.gif;-20;1;;;;1;20;47;;;17;4;-20;100;25;132;134;28;;84;68;17315;262096;;306;brn;9br;7br;w58;2ht;2ht;5;2ht;2;4;;;;;flpbrn;invbrn;;;1;5;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Giants Spear;spea;2h;;;9;79;122;163;spetum.gif;;1;;;;1;9;79;;;17;4;;100;25;122;163;28;;85;69;20374;237792;;306;tri;9st;7st;w59;2ht;2ht;5;2ht;2;4;;;;;flpspt;invspt;;;1;6;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Amazonian Striker;spea;2h;;;16;90;165;106;pike.gif;20;1;;;;1;16;90;;;17;4;20;100;25;165;106;25;;86;70;18982;205475;;306;pik;9p9;7p7;w60;2ht;2ht;5;2ht;2;4;;;;;flppik;invpik;;;1;6;0;3 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Giant Ogre Axe;pole;2h;;;14;74;195;75;bardiche.gif;;1;;;;1;14;74;;;17;2;;100;25;195;75;50;;69;56;11662;212380;;306;hal;9b7;7o7;w61;stf;stf;5;2hsl;2;4;;;;;flpbar;invbar;;;1;3;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Lut Gholein Voulge;pole;2h;;;8;84;210;55;volulge.gif;10;1;;;;1;8;84;;;17;2;10;100;25;210;55;50;;73;59;15146;227554;;303;pax;9vo;7vo;w62;stf;stf;5;2hsl;2;4;;;;;flpvou;invvou;;;1;4;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Reaping Thresher;pole;2h;;;6;71;152;118;scythe.gif;-10;1;;;;1;6;71;;;17;1;-10;100;25;152;118;65;;81;66;13095;212553;;306;scy;9s8;7s8;w63;stf;stf;5;2hsl;2;4;;;;;flpscy;invscy;invscyu;invscyu;1;5;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Warforged Axe;pole;2h;;;16;77;165;103;poleaxe.gif;10;1;;;;1;16;77;;;17;3;10;100;25;165;103;65;;84;68;19502;273106;;303;pax;9pa;7pa;w64;stf;stf;5;2hsl;2;4;;;;;flppax;invpax;;;1;5;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Zakarum Halberd;pole;2h;;;22;65;179;99;halberd.gif;;1;;;;1;22;65;;;17;4;;100;25;179;99;55;;85;69;25461;227518;;306;hal;9h9;7h7;w65;stf;stf;5;2hsl;2;4;;;;;flphal;invhal;;;1;6;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Endless Reaper;pole;2h;;;17;48;188;140;warscythe.gif;-10;1;;;;1;17;48;;;17;4;-10;100;25;188;140;55;;86;70;20899;774410;;306;scy;9wc;7wc;w66;stf;stf;5;2hsl;2;4;;;;;flpwsc;invwsc;;;1;6;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Horadrim Staff;staf;2h;;;29;36;25;;shortstaff.gif;-10;1;;;;1;29;36;;;17;1;-10;100;25;25;;20;;67;54;9632;252216;1;308;bst;8ss;6ss;w67;stf;stf;5;club;1;3;;;;;flpsst;invsst;;;1;2;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;2;10;;;;;255;;;5;8;0;xxx;xxx
Arcanite Stick;staf;2h;;;32;45;63;35;longstaff.gif;10;1;;;;1;32;45;;;17;1;10;100;25;63;35;30;;75;61;6340;194861;1;308;sst;8ls;6ls;w68;stf;stf;5;staf;1;4;;;;;flplst;invlst;;;1;3;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Zakarum Staff;staf;2h;;;33;40;44;37;gnarledstaff.gif;;1;;;;1;33;40;;;17;1;;100;25;44;37;35;;84;68;10687;254526;1;308;cst;8cs;6cs;w69;stf;stf;5;staf;1;4;;;;;flpcst;invcst;invcstu;invcstu;1;4;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Crystal Shillelah;staf;2h;;;27;46;52;27;battlestaff.gif;;1;;;;1;27;46;;;17;1;;100;25;52;27;40;;85;69;9434;253419;1;308;sst;8bs;6bs;w70;stf;stf;5;staf;1;4;;;;;flpbst;invbst;;;1;4;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Dark Archon Staff;staf;2h;;;35;42;34;;warstaff.gif;10;1;;;;1;35;42;;;17;1;10;100;25;34;;26;;86;70;11814;247543;1;308;lst;8ws;6ws;w71;stf;stf;5;staf;2;4;;;;;flpwst;invwst;;;1;6;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Angel String Bow;bow;2h;;;10;21;64;143;shortbow.gif;5;1;;;;1;10;21;;;13;;5;25;100;64;143;20;1;64;52;24915;195003;;307;sbw;8sb;6sb;w72;bow;bow;6;bow;2;3;;;;;flpsbw;invsbw;;;1;3;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Double String Bow;bow;2h;;;9;17;76;119;huntersbow.gif;-10;1;;;;1;9;17;;;13;;-10;25;100;76;119;32;1;69;56;25219;256750;;307;sbw;8hb;6hb;w73;bow;bow;6;bow;2;3;;;;;flphbw;invhbw;;;1;4;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Rogue Bow;bow;2h;;;7;25;52;188;longbow.gif;;1;;;;1;7;25;;;13;;;25;100;52;188;28;1;72;59;30252;223715;;307;lbw;8lb;6lb;w74;bow;bow;6;bow;2;4;;;;;flplbw;invlbw;;;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Quick String Bow;bow;2h;;;5;23;121;107;compositebow.gif;-10;1;;;;1;5;23;;;13;;-10;25;100;121;107;36;1;78;64;20960;221512;;307;lbw;8cb;6cb;w75;bow;bow;6;bow;2;3;;;;;flpcbw;invcbw;invcbwu;invcbwu;1;4;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Elf Wood Bow;bow;2h;;;14;17;89;132;shortbattlebow.gif;;1;;;;1;14;17;;;13;;;25;100;89;132;40;1;82;67;29066;205030;;307;sbb;8s8;6s7;w76;bow;bow;6;bow;2;3;;;;;flpsbb;invsbb;invsbbu;invsbbu;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Carnage Bow;bow;2h;;;7;27;97;121;longbattlebow.gif;10;1;;;;1;7;27;;;13;;10;25;100;97;121;44;1;86;70;21389;217543;;307;lbb;8l8;6l7;w77;bow;bow;6;bow;2;4;;;;;flplbb;invlbb;;;1;6;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Warden Bow;bow;2h;;;8;23;72;146;shortwarbow.gif;;1;;;;1;8;23;;;13;;;25;100;72;146;48;1;84;68;17768;222930;;307;sbb;8sw;6sw;w78;bow;bow;6;bow;2;3;;;;;flpswb;invswb;invswbu;invswbu;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Ogre Bow;bow;2h;;;5;29;134;167;longwarbow.gif;10;1;;;;1;5;29;;;13;;10;25;100;134;167;55;1;86;70;22888;245938;;307;lbb;8lw;6lw;w79;bow;bow;6;bow;2;4;;;;;flplwb;invlwb;;;1;6;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Mithril Pellet Bow;xbow;2h;;;12;31;83;155;lightcrossbow.gif;-10;1;;;;1;12;31;;;19;;-10;25;100;83;155;30;1;66;54;23049;271592;;307;lxb;8lx;6lx;w80;xbw;xbw;5;xbow;2;3;;;;;flplxb;invlxb;invlxbu;invlxbu;1;3;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Tristram Crossbow;xbow;2h;;;11;37;117;105;crossbow.gif;;1;;;;1;11;37;;;19;;;25;100;117;105;40;1;77;63;26350;165218;;307;lxb;8mx;6mx;w81;xbw;xbw;5;xbow;2;3;;;;;flpmxb;invmxb;invmxbu;invmxbu;1;4;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Dark String Crossbow;xbow;2h;;;14;38;163;77;heavycrossbow.gif;10;1;;;;1;14;38;;;19;;10;25;100;163;77;50;1;85;69;30791;197438;;307;hxb;8hx;6hx;w82;xbw;xbw;5;xbow;2;4;;;;;flphxb;invhxb;invhxbu;invhxbu;1;6;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Repetitive Crossbow;xbow;2h;;;11;17;141;98;repeatingcrossbow.gif;-60;1;;;;1;11;17;;;19;;-60;25;100;141;98;40;1;86;70;30538;207992;;307;hxb;8rx;6rx;w83;xbw;xbw;5;xbow;2;3;;;;;flprxb;invrxb;invrxbu;invrxbu;1;5;0;fires 5 shots before reload;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Acrhon Orb;orb;1h;8;21;;;;;sacredglobe;-10;1;8;21;;;;;;;14;;-10;100;25;;;30;;77;63;22878;266795;1;302;bst;ob7;obc;w84;1hs;1hs;5;1hss;1;2;;;;;flpob1;invob2;;;1;4;0;;0;item_orb;12;item_orb;0;0;5;0;1;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Zakarum Caster;orb;1h;5;28;;;;;claspedorb;;1;5;28;;;;;;;14;;;100;25;;;40;;85;69;29776;280944;1;302;bst;ob9;obe;w85;1hs;1hs;5;1hss;1;2;;;;;flpob4;invob4;;;1;4;0;;0;item_orb;12;item_orb;0;0;5;0;1;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Archon Soul Shard;orb;1h;13;23;;;;;dragonstone;10;1;13;23;;;;;;;14;;10;100;25;;;50;;86;70;23704;275263;1;302;bst;oba;obf;w86;1hs;1hs;5;1hss;1;3;;;;;flpob5;invob5;;;1;4;0;;0;item_orb;12;item_orb;0;0;5;0;1;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Amazonian Caster;abow;2h;;;8;20;87;187;stagbow.gif;-10;1;;;;1;8;20;;;13;;-10;25;100;87;187;48;1;62;50;27997;242550;;300;sbw;am6;amb;w87;bow;bow;6;bow;2;4;;;;;flpam1;invam1;invswbu;invswbu;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Grand Amazonian Caster;abow;2h;;;6;31;108;152;reflexbow.gif;10;1;;;;1;6;31;;;13;;10;25;100;108;152;55;1;85;69;39426;222375;;300;sbw;am7;amc;w88;bow;bow;6;bow;2;4;;;;;flpam2;invam2;;;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Amazonian Matron Spear;aspe;2h;;;27;41;114;142;maidenspear.gif;;1;;;;1;27;41;;;15;4;;80;50;114;142;28;;70;57;19192;212064;;301;spr;am8;amd;w89;2ht;2ht;5;2ht;2;4;;;;;flpam3;invam3;;;1;6;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Amazonian Matron Pike;aspe;2h;;;16;65;132;149;maidenpike;20;1;;;;1;16;65;;;15;4;20;80;50;132;149;25;;86;70;22925;207484;;301;spr;am9;ame;w90;2ht;2ht;5;2ht;2;4;;;;;flppik;invam4;;;1;6;0;3 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
